instant,dteday,season,yr,mnth,hr,holiday,weekday,workingday,weathersit,temp,atemp,hum,windspeed,casual,registered,cnt,dayofmonth,train
13972,8/10/12,3,1,8,8,0,5,1,3,0.62,0.5455,0.91,0.1642,7,112,119,10,1
13973,8/10/12,3,1,8,9,0,5,1,2,0.64,0.5758,0.89,0,21,199,220,10,1
13974,8/10/12,3,1,8,10,0,5,1,1,0.66,0.5909,0.89,0.1045,27,166,193,10,1
13975,8/10/12,3,1,8,11,0,5,1,3,0.68,0.6364,0.79,0.1343,73,178,251,10,1
13976,8/10/12,3,1,8,12,0,5,1,2,0.74,0.697,0.66,0.3582,75,240,315,10,1
13977,8/10/12,3,1,8,13,0,5,1,2,0.76,0.7121,0.58,0.3582,66,224,290,10,1
13978,8/10/12,3,1,8,14,0,5,1,1,0.76,0.7121,0.58,0.3582,71,236,307,10,1
13979,8/10/12,3,1,8,15,0,5,1,1,0.8,0.7424,0.52,0.4478,100,224,324,10,1
13980,8/10/12,3,1,8,16,0,5,1,1,0.78,0.7273,0.55,0.2985,96,371,467,10,1
13981,8/10/12,3,1,8,17,0,5,1,1,0.8,0.7424,0.52,0.2836,111,619,730,10,1
13982,8/10/12,3,1,8,18,0,5,1,1,0.76,0.7121,0.62,0.2985,88,552,640,10,1
13983,8/10/12,3,1,8,19,0,5,1,1,0.76,0.7121,0.62,0.2836,98,394,492,10,1
13984,8/10/12,3,1,8,20,0,5,1,1,0.74,0.697,0.66,0.2985,55,315,370,10,1
13985,8/10/12,3,1,8,21,0,5,1,1,0.74,0.697,0.66,0.2537,50,236,286,10,1
13986,8/10/12,3,1,8,22,0,5,1,1,0.72,0.697,0.74,0.2836,50,168,218,10,1
13987,8/10/12,3,1,8,23,0,5,1,1,0.72,0.6818,0.7,0.2836,33,159,192,10,1
13988,8/11/12,3,1,8,0,0,6,0,1,0.7,0.6515,0.7,0.2836,38,142,180,11,1
13989,8/11/12,3,1,8,1,0,6,0,1,0.66,0.6212,0.74,0.2239,32,84,116,11,1
13990,8/11/12,3,1,8,2,0,6,0,3,0.64,0.5909,0.78,0.194,19,66,85,11,1
13991,8/11/12,3,1,8,3,0,6,0,3,0.62,0.5758,0.83,0.1642,2,19,21,11,1
13992,8/11/12,3,1,8,4,0,6,0,1,0.62,0.5758,0.83,0.1045,3,7,10,11,1
13993,8/11/12,3,1,8,5,0,6,0,1,0.62,0.5606,0.88,0.1045,2,9,11,11,1
13994,8/11/12,3,1,8,6,0,6,0,2,0.62,0.5606,0.88,0.1045,5,18,23,11,1
13995,8/11/12,3,1,8,7,0,6,0,1,0.64,0.5758,0.83,0.0896,8,54,62,11,1
13996,8/11/12,3,1,8,8,0,6,0,1,0.66,0.6061,0.83,0.1045,30,132,162,11,1
13997,8/11/12,3,1,8,9,0,6,0,1,0.68,0.6364,0.79,0.194,54,217,271,11,1
13998,8/11/12,3,1,8,10,0,6,0,1,0.72,0.6818,0.62,0.0896,125,282,407,11,1
13999,8/11/12,3,1,8,11,0,6,0,1,0.74,0.697,0.66,0.1642,203,296,499,11,1
14000,8/11/12,3,1,8,12,0,6,0,1,0.76,0.7121,0.58,0.2239,214,332,546,11,1
14001,8/11/12,3,1,8,13,0,6,0,1,0.8,0.7424,0.49,0.3582,228,341,569,11,1
14002,8/11/12,3,1,8,14,0,6,0,1,0.8,0.7424,0.49,0.2985,248,290,538,11,1
14003,8/11/12,3,1,8,15,0,6,0,1,0.8,0.7273,0.46,0.2836,246,316,562,11,1
14004,8/11/12,3,1,8,16,0,6,0,1,0.8,0.7273,0.46,0.2985,227,304,531,11,1
14005,8/11/12,3,1,8,17,0,6,0,3,0.74,0.697,0.66,0.3582,220,292,512,11,1
14006,8/11/12,3,1,8,18,0,6,0,2,0.7,0.6667,0.74,0.2985,107,193,300,11,1
14007,8/11/12,3,1,8,19,0,6,0,2,0.66,0.5909,0.89,0.1045,97,178,275,11,1
14008,8/11/12,3,1,8,20,0,6,0,3,0.66,0.5909,0.89,0.4179,31,129,160,11,1
14009,8/11/12,3,1,8,21,0,6,0,2,0.66,0.5909,0.89,0.1642,26,102,128,11,1
14010,8/11/12,3,1,8,22,0,6,0,2,0.66,0.5909,0.89,0.1642,40,128,168,11,1
14011,8/11/12,3,1,8,23,0,6,0,3,0.66,0.6061,0.78,0.1642,42,121,163,11,1
14012,8/12/12,3,1,8,0,0,0,0,2,0.64,0.6061,0.73,0.1343,24,96,120,12,1
14013,8/12/12,3,1,8,1,0,0,0,1,0.62,0.5909,0.78,0.1343,21,92,113,12,1
14014,8/12/12,3,1,8,2,0,0,0,1,0.64,0.6061,0.69,0.1343,19,67,86,12,1
14015,8/12/12,3,1,8,3,0,0,0,1,0.62,0.5909,0.73,0.0896,11,37,48,12,1
14016,8/12/12,3,1,8,4,0,0,0,1,0.64,0.6061,0.69,0.0896,2,8,10,12,1
14017,8/12/12,3,1,8,5,0,0,0,1,0.64,0.6212,0.61,0.194,1,9,10,12,1
14018,8/12/12,3,1,8,6,0,0,0,1,0.64,0.6061,0.65,0.1642,2,14,16,12,1
14019,8/12/12,3,1,8,7,0,0,0,1,0.64,0.6061,0.65,0.1343,9,30,39,12,1
14020,8/12/12,3,1,8,8,0,0,0,1,0.66,0.6212,0.54,0.2239,35,84,119,12,1
14021,8/12/12,3,1,8,9,0,0,0,1,0.7,0.6515,0.48,0.2239,64,153,217,12,1
14022,8/12/12,3,1,8,10,0,0,0,1,0.7,0.6515,0.51,0.1642,88,240,328,12,1
14023,8/12/12,3,1,8,11,0,0,0,1,0.74,0.6667,0.42,0.1642,167,282,449,12,1
14024,8/12/12,3,1,8,12,0,0,0,1,0.74,0.6667,0.42,0.194,163,342,505,12,1
14025,8/12/12,3,1,8,13,0,0,0,1,0.78,0.697,0.4,0,178,365,543,12,1
14026,8/12/12,3,1,8,14,0,0,0,1,0.76,0.6818,0.4,0.194,213,366,579,12,1
14027,8/12/12,3,1,8,15,0,0,0,1,0.76,0.6818,0.4,0.1343,235,342,577,12,1
14028,8/12/12,3,1,8,16,0,0,0,1,0.76,0.6818,0.4,0.1045,213,300,513,12,1
14029,8/12/12,3,1,8,17,0,0,0,1,0.8,0.697,0.33,0,186,319,505,12,1
14030,8/12/12,3,1,8,18,0,0,0,1,0.78,0.6818,0.35,0.1045,164,327,491,12,1
14031,8/12/12,3,1,8,19,0,0,0,1,0.74,0.6515,0.4,0.1343,148,317,465,12,1
14032,8/12/12,3,1,8,20,0,0,0,1,0.72,0.6515,0.45,0,96,204,300,12,1
14033,8/12/12,3,1,8,21,0,0,0,1,0.72,0.6667,0.51,0.0896,78,142,220,12,1
14034,8/12/12,3,1,8,22,0,0,0,1,0.7,0.6515,0.58,0.1343,40,141,181,12,1
14035,8/12/12,3,1,8,23,0,0,0,1,0.68,0.6364,0.61,0,25,85,110,12,1
14036,8/13/12,3,1,8,0,0,1,1,1,0.66,0.6212,0.65,0.1045,14,33,47,13,1
14037,8/13/12,3,1,8,1,0,1,1,1,0.66,0.6212,0.65,0.0896,3,11,14,13,1
14038,8/13/12,3,1,8,2,0,1,1,1,0.64,0.6061,0.69,0.1045,1,8,9,13,1
14039,8/13/12,3,1,8,3,0,1,1,1,0.64,0.6061,0.69,0,1,5,6,13,1
14040,8/13/12,3,1,8,4,0,1,1,1,0.64,0.6061,0.69,0.1045,0,11,11,13,1
14041,8/13/12,3,1,8,5,0,1,1,1,0.64,0.6061,0.69,0.1045,3,33,36,13,1
14042,8/13/12,3,1,8,6,0,1,1,1,0.62,0.5909,0.73,0.0896,4,155,159,13,1
14043,8/13/12,3,1,8,7,0,1,1,1,0.66,0.6212,0.65,0.1343,11,425,436,13,1
14044,8/13/12,3,1,8,8,0,1,1,2,0.72,0.6667,0.51,0.0896,25,648,673,13,1
14045,8/13/12,3,1,8,9,0,1,1,2,0.74,0.6667,0.45,0,40,265,305,13,1
14046,8/13/12,3,1,8,10,0,1,1,2,0.76,0.6818,0.4,0,88,111,199,13,1
14047,8/13/12,3,1,8,11,0,1,1,1,0.76,0.6818,0.4,0.0896,94,151,245,13,1
14048,8/13/12,3,1,8,12,0,1,1,1,0.78,0.697,0.4,0.194,96,180,276,13,1
14049,8/13/12,3,1,8,13,0,1,1,1,0.78,0.697,0.4,0.1642,79,175,254,13,1
14050,8/13/12,3,1,8,14,0,1,1,1,0.8,0.697,0.33,0.1045,85,163,248,13,1
14051,8/13/12,3,1,8,15,0,1,1,1,0.82,0.7273,0.34,0.2239,80,194,274,13,1
14052,8/13/12,3,1,8,16,0,1,1,1,0.8,0.7121,0.36,0.0896,116,348,464,13,1
14053,8/13/12,3,1,8,17,0,1,1,1,0.8,0.7121,0.36,0.1642,102,716,818,13,1
14054,8/13/12,3,1,8,18,0,1,1,1,0.76,0.697,0.52,0.2836,103,709,812,13,1
14055,8/13/12,3,1,8,19,0,1,1,1,0.74,0.6818,0.58,0.1642,88,467,555,13,1
14056,8/13/12,3,1,8,20,0,1,1,1,0.74,0.6818,0.62,0.2239,58,374,432,13,1
14057,8/13/12,3,1,8,21,0,1,1,1,0.72,0.6818,0.66,0.194,44,246,290,13,1
14058,8/13/12,3,1,8,22,0,1,1,1,0.72,0.6818,0.62,0.3284,44,148,192,13,1
14059,8/13/12,3,1,8,23,0,1,1,1,0.7,0.6515,0.7,0.2239,28,100,128,13,1
14060,8/14/12,3,1,8,0,0,2,1,1,0.7,0.6667,0.74,0.2239,12,48,60,14,1
14061,8/14/12,3,1,8,1,0,2,1,1,0.68,0.6364,0.79,0.2537,8,19,27,14,1
14062,8/14/12,3,1,8,2,0,2,1,2,0.68,0.6364,0.83,0.194,2,9,11,14,1
14063,8/14/12,3,1,8,3,0,2,1,2,0.68,0.6364,0.83,0.194,0,3,3,14,1
14064,8/14/12,3,1,8,4,0,2,1,2,0.68,0.6364,0.83,0.194,0,5,5,14,1
14065,8/14/12,3,1,8,5,0,2,1,2,0.68,0.6364,0.89,0.194,1,35,36,14,1
14066,8/14/12,3,1,8,6,0,2,1,3,0.64,0.5758,0.83,0.194,1,63,64,14,1
14067,8/14/12,3,1,8,7,0,2,1,2,0.66,0.6061,0.83,0.0896,1,178,179,14,1
14068,8/14/12,3,1,8,8,0,2,1,2,0.66,0.5909,0.89,0.0896,27,591,618,14,1
14069,8/14/12,3,1,8,9,0,2,1,2,0.7,0.6667,0.74,0,48,354,402,14,1
14070,8/14/12,3,1,8,10,0,2,1,1,0.7,0.6667,0.79,0.1045,53,155,208,14,1
14071,8/14/12,3,1,8,11,0,2,1,1,0.74,0.6818,0.62,0,69,127,196,14,1
14072,8/14/12,3,1,8,12,0,2,1,1,0.78,0.7121,0.49,0.1343,93,207,300,14,1
14073,8/14/12,3,1,8,13,0,2,1,1,0.8,0.7273,0.46,0.0896,83,203,286,14,1
14074,8/14/12,3,1,8,14,0,2,1,1,0.82,0.7424,0.41,0.2239,80,175,255,14,1
14075,8/14/12,3,1,8,15,0,2,1,1,0.82,0.7576,0.46,0.2239,84,199,283,14,1
14076,8/14/12,3,1,8,16,0,2,1,1,0.82,0.7424,0.43,0.2239,95,363,458,14,1
14077,8/14/12,3,1,8,17,0,2,1,3,0.76,0.7273,0.66,0.2537,78,734,812,14,1
14078,8/14/12,3,1,8,18,0,2,1,1,0.76,0.7121,0.62,0.2836,97,757,854,14,1
14079,8/14/12,3,1,8,19,0,2,1,1,0.76,0.7273,0.66,0.194,94,533,627,14,1
14080,8/14/12,3,1,8,20,0,2,1,1,0.74,0.7121,0.74,0.2239,65,371,436,14,1
14081,8/14/12,3,1,8,21,0,2,1,1,0.74,0.6818,0.62,0.2239,56,252,308,14,1
14082,8/14/12,3,1,8,22,0,2,1,1,0.72,0.6818,0.66,0.0896,28,161,189,14,1
14083,8/14/12,3,1,8,23,0,2,1,1,0.72,0.6818,0.66,0.1642,53,114,167,14,1
14084,8/15/12,3,1,8,0,0,3,1,1,0.7,0.6515,0.61,0.194,8,52,60,15,1
14085,8/15/12,3,1,8,1,0,3,1,1,0.7,0.6515,0.61,0,6,31,37,15,1
14086,8/15/12,3,1,8,2,0,3,1,1,0.68,0.6364,0.65,0,1,7,8,15,1
14087,8/15/12,3,1,8,3,0,3,1,1,0.66,0.6212,0.74,0.1045,1,10,11,15,1
14088,8/15/12,3,1,8,4,0,3,1,1,0.64,0.5758,0.83,0.1045,0,4,4,15,1
14089,8/15/12,3,1,8,5,0,3,1,1,0.64,0.5909,0.78,0.1045,4,35,39,15,1
14090,8/15/12,3,1,8,6,0,3,1,1,0.64,0.5909,0.78,0.1045,12,160,172,15,1
14091,8/15/12,3,1,8,7,0,3,1,2,0.66,0.6212,0.69,0.194,25,467,492,15,1
14092,8/15/12,3,1,8,8,0,3,1,2,0.7,0.6515,0.65,0.2836,40,642,682,15,1
14093,8/15/12,3,1,8,9,0,3,1,2,0.72,0.6818,0.62,0.194,57,310,367,15,1
14094,8/15/12,3,1,8,10,0,3,1,2,0.72,0.6818,0.62,0.194,70,163,233,15,1
14095,8/15/12,3,1,8,11,0,3,1,2,0.74,0.6818,0.58,0.194,80,155,235,15,1
14096,8/15/12,3,1,8,12,0,3,1,1,0.74,0.6818,0.55,0.2239,77,230,307,15,1
14097,8/15/12,3,1,8,13,0,3,1,2,0.78,0.7121,0.49,0.194,88,206,294,15,1
14098,8/15/12,3,1,8,14,0,3,1,2,0.76,0.697,0.52,0.2985,94,161,255,15,1
14099,8/15/12,3,1,8,15,0,3,1,1,0.76,0.697,0.52,0.2537,70,196,266,15,1
14100,8/15/12,3,1,8,16,0,3,1,1,0.76,0.6818,0.48,0.194,91,340,431,15,1
14101,8/15/12,3,1,8,17,0,3,1,1,0.74,0.6818,0.55,0.2836,102,749,851,15,1
14102,8/15/12,3,1,8,18,0,3,1,1,0.74,0.6667,0.51,0.2239,80,768,848,15,1
14103,8/15/12,3,1,8,19,0,3,1,1,0.7,0.6515,0.61,0.1343,124,525,649,15,1
14104,8/15/12,3,1,8,20,0,3,1,1,0.7,0.6515,0.61,0.1343,72,355,427,15,1
14105,8/15/12,3,1,8,21,0,3,1,1,0.7,0.6515,0.61,0.194,49,266,315,15,1
14106,8/15/12,3,1,8,22,0,3,1,1,0.7,0.6515,0.61,0.1642,29,197,226,15,1
14107,8/15/12,3,1,8,23,0,3,1,1,0.68,0.6364,0.65,0.1045,18,120,138,15,1
14108,8/16/12,3,1,8,0,0,4,1,1,0.66,0.6212,0.69,0,13,63,76,16,1
14109,8/16/12,3,1,8,1,0,4,1,1,0.64,0.6061,0.73,0,3,18,21,16,1
14110,8/16/12,3,1,8,2,0,4,1,1,0.64,0.6061,0.69,0.194,0,15,15,16,1
14111,8/16/12,3,1,8,3,0,4,1,1,0.62,0.5909,0.73,0.2537,0,4,4,16,1
14112,8/16/12,3,1,8,4,0,4,1,1,0.62,0.5909,0.73,0.2239,2,3,5,16,1
14113,8/16/12,3,1,8,5,0,4,1,1,0.6,0.5758,0.78,0.1642,7,30,37,16,1
14114,8/16/12,3,1,8,6,0,4,1,1,0.6,0.5758,0.78,0.1642,3,162,165,16,1
14115,8/16/12,3,1,8,7,0,4,1,1,0.64,0.6061,0.69,0.2239,16,448,464,16,1
14116,8/16/12,3,1,8,8,0,4,1,1,0.68,0.6364,0.61,0.194,33,649,682,16,1
14117,8/16/12,3,1,8,9,0,4,1,1,0.72,0.6667,0.54,0.1045,41,296,337,16,1
14118,8/16/12,3,1,8,10,0,4,1,1,0.74,0.6667,0.48,0.1343,78,121,199,16,1
14119,8/16/12,3,1,8,11,0,4,1,1,0.76,0.6667,0.37,0.0896,83,191,274,16,1
14120,8/16/12,3,1,8,12,0,4,1,1,0.8,0.697,0.33,0.1045,96,247,343,16,1
14121,8/16/12,3,1,8,13,0,4,1,1,0.8,0.697,0.31,0.2239,81,219,300,16,1
14122,8/16/12,3,1,8,14,0,4,1,1,0.82,0.7121,0.32,0,72,176,248,16,1
14123,8/16/12,3,1,8,15,0,4,1,1,0.8,0.697,0.33,0.2537,63,197,260,16,1
14124,8/16/12,3,1,8,16,0,4,1,1,0.82,0.7121,0.32,0.2239,79,340,419,16,1
14125,8/16/12,3,1,8,17,0,4,1,1,0.82,0.7273,0.34,0.194,130,767,897,16,1
14126,8/16/12,3,1,8,18,0,4,1,1,0.8,0.7121,0.36,0,109,723,832,16,1
14127,8/16/12,3,1,8,19,0,4,1,1,0.76,0.6818,0.4,0.1045,119,558,677,16,1
14128,8/16/12,3,1,8,20,0,4,1,1,0.76,0.6818,0.4,0.0896,100,414,514,16,1
14129,8/16/12,3,1,8,21,0,4,1,1,0.74,0.6667,0.48,0.194,83,273,356,16,1
14130,8/16/12,3,1,8,22,0,4,1,1,0.72,0.6667,0.51,0.1642,69,185,254,16,1
14131,8/16/12,3,1,8,23,0,4,1,1,0.7,0.6515,0.54,0.1045,58,168,226,16,1
14132,8/17/12,3,1,8,0,0,5,1,1,0.68,0.2424,0.57,0.1642,21,67,88,17,1
14133,8/17/12,3,1,8,1,0,5,1,1,0.66,0.2424,0.65,0.1045,16,38,54,17,1
14134,8/17/12,3,1,8,2,0,5,1,1,0.66,0.2424,0.61,0.1343,4,15,19,17,1
14135,8/17/12,3,1,8,3,0,5,1,1,0.64,0.2424,0.65,0.1045,0,6,6,17,1
14136,8/17/12,3,1,8,4,0,5,1,1,0.64,0.2424,0.73,0.1642,0,9,9,17,1
14137,8/17/12,3,1,8,5,0,5,1,1,0.64,0.2424,0.73,0.1045,2,34,36,17,1
14138,8/17/12,3,1,8,6,0,5,1,1,0.62,0.2424,0.78,0.1343,6,151,157,17,1
14139,8/17/12,3,1,8,7,0,5,1,1,0.64,0.2424,0.73,0.1045,11,368,379,17,1
14140,8/17/12,3,1,8,8,0,5,1,1,0.68,0.2424,0.65,0.1343,43,625,668,17,1
14141,8/17/12,3,1,8,9,0,5,1,1,0.7,0.2424,0.58,0.1045,58,320,378,17,1
14142,8/17/12,3,1,8,10,0,5,1,1,0.74,0.2424,0.55,0.1642,82,149,231,17,1
14143,8/17/12,3,1,8,11,0,5,1,1,0.76,0.2424,0.52,0.2836,98,205,303,17,1
14144,8/17/12,3,1,8,12,0,5,1,1,0.82,0.2424,0.41,0.2239,110,255,365,17,1
14145,8/17/12,3,1,8,13,0,5,1,1,0.84,0.2424,0.36,0.3881,103,254,357,17,1
14146,8/17/12,3,1,8,14,0,5,1,1,0.86,0.2424,0.34,0.4179,128,200,328,17,1
14147,8/17/12,3,1,8,15,0,5,1,1,0.86,0.2424,0.3,0.4627,127,256,383,17,1
14148,8/17/12,3,1,8,16,0,5,1,2,0.84,0.2424,0.32,0.4478,116,372,488,17,1
14149,8/17/12,3,1,8,17,0,5,1,1,0.82,0.2424,0.36,0.3284,144,647,791,17,1
14150,8/17/12,3,1,8,18,0,5,1,2,0.82,0.2424,0.38,0.2537,108,561,669,17,1
14151,8/17/12,3,1,8,19,0,5,1,2,0.74,0.2424,0.55,0.3881,88,403,491,17,1
14152,8/17/12,3,1,8,20,0,5,1,2,0.72,0.2424,0.58,0.2239,97,262,359,17,1
14153,8/17/12,3,1,8,21,0,5,1,2,0.68,0.2424,0.69,0.2985,57,198,255,17,1
14154,8/17/12,3,1,8,22,0,5,1,3,0.66,0.2424,0.83,0.194,43,170,213,17,1
14155,8/17/12,3,1,8,23,0,5,1,3,0.64,0.2424,0.83,0.2239,21,100,121,17,1
14156,8/18/12,3,1,8,0,0,6,0,2,0.64,0.5758,0.83,0.2239,6,99,105,18,1
14157,8/18/12,3,1,8,1,0,6,0,3,0.62,0.5455,0.94,0.1642,14,78,92,18,1
14158,8/18/12,3,1,8,2,0,6,0,3,0.62,0.5606,0.88,0.1642,4,39,43,18,1
14159,8/18/12,3,1,8,3,0,6,0,1,0.62,0.5606,0.88,0.194,7,23,30,18,1
14160,8/18/12,3,1,8,4,0,6,0,1,0.62,0.5909,0.73,0.2239,5,8,13,18,1
14161,8/18/12,3,1,8,5,0,6,0,1,0.6,0.5758,0.78,0.2537,2,7,9,18,1
14162,8/18/12,3,1,8,6,0,6,0,1,0.6,0.5606,0.83,0.2239,4,23,27,18,1
14163,8/18/12,3,1,8,7,0,6,0,1,0.6,0.5606,0.83,0.2239,12,52,64,18,1
14164,8/18/12,3,1,8,8,0,6,0,1,0.64,0.6061,0.69,0.2537,28,161,189,18,1
14165,8/18/12,3,1,8,9,0,6,0,1,0.66,0.6212,0.65,0.2836,81,211,292,18,1
14166,8/18/12,3,1,8,10,0,6,0,1,0.7,0.6515,0.54,0.1642,166,314,480,18,1
14167,8/18/12,3,1,8,11,0,6,0,1,0.72,0.6667,0.51,0,180,356,536,18,1
14168,8/18/12,3,1,8,12,0,6,0,1,0.76,0.6667,0.37,0.194,266,388,654,18,1
14169,8/18/12,3,1,8,13,0,6,0,1,0.74,0.6515,0.4,0.194,289,355,644,18,1
14170,8/18/12,3,1,8,14,0,6,0,1,0.76,0.6667,0.37,0.2836,242,356,598,18,1
14171,8/18/12,3,1,8,15,0,6,0,1,0.76,0.6667,0.37,0.2239,250,346,596,18,1
14172,8/18/12,3,1,8,16,0,6,0,1,0.76,0.6667,0.37,0.2537,287,354,641,18,1
14173,8/18/12,3,1,8,17,0,6,0,1,0.76,0.6667,0.37,0.2239,256,379,635,18,1
14174,8/18/12,3,1,8,18,0,6,0,1,0.74,0.6515,0.37,0.1642,225,329,554,18,1
14175,8/18/12,3,1,8,19,0,6,0,1,0.7,0.6364,0.45,0.1642,164,324,488,18,1
14176,8/18/12,3,1,8,20,0,6,0,1,0.7,0.6364,0.45,0.1045,99,242,341,18,1
14177,8/18/12,3,1,8,21,0,6,0,1,0.66,0.6212,0.61,0,90,248,338,18,1
14178,8/18/12,3,1,8,22,0,6,0,1,0.66,0.6212,0.61,0,90,171,261,18,1
14179,8/18/12,3,1,8,23,0,6,0,1,0.64,0.6061,0.65,0.0896,60,175,235,18,1
14180,8/19/12,3,1,8,0,0,0,0,1,0.66,0.6212,0.57,0.0896,44,143,187,19,1
14181,8/19/12,3,1,8,1,0,0,0,1,0.64,0.6061,0.65,0,29,102,131,19,1
14182,8/19/12,3,1,8,2,0,0,0,2,0.62,0.6061,0.69,0.0896,16,103,119,19,1
14183,8/19/12,3,1,8,3,0,0,0,2,0.62,0.6061,0.61,0.1642,21,34,55,19,1
14184,8/19/12,3,1,8,4,0,0,0,2,0.62,0.6061,0.65,0.1642,4,22,26,19,1
14185,8/19/12,3,1,8,5,0,0,0,2,0.6,0.5909,0.73,0.1343,3,8,11,19,1
14186,8/19/12,3,1,8,6,0,0,0,2,0.62,0.6061,0.69,0.1045,5,15,20,19,1
14187,8/19/12,3,1,8,7,0,0,0,2,0.62,0.6061,0.69,0.1343,12,29,41,19,1
14188,8/19/12,3,1,8,8,0,0,0,2,0.64,0.6061,0.69,0.1045,34,90,124,19,1
14189,8/19/12,3,1,8,9,0,0,0,2,0.66,0.6212,0.74,0,86,184,270,19,1
14190,8/19/12,3,1,8,10,0,0,0,2,0.68,0.6364,0.69,0,138,287,425,19,1
14191,8/19/12,3,1,8,11,0,0,0,3,0.64,0.5909,0.78,0.1642,83,189,272,19,1
14192,8/19/12,3,1,8,12,0,0,0,3,0.64,0.6061,0.73,0,112,186,298,19,1
14193,8/19/12,3,1,8,13,0,0,0,3,0.64,0.5758,0.83,0.1343,50,112,162,19,1
14194,8/19/12,3,1,8,14,0,0,0,3,0.64,0.6061,0.73,0,41,108,149,19,1
14195,8/19/12,3,1,8,15,0,0,0,2,0.64,0.6061,0.65,0,89,187,276,19,1
14196,8/19/12,3,1,8,16,0,0,0,2,0.66,0.6212,0.65,0,97,259,356,19,1
14197,8/19/12,3,1,8,17,0,0,0,2,0.64,0.5909,0.78,0.1045,76,267,343,19,1
14198,8/19/12,3,1,8,18,0,0,0,2,0.64,0.5909,0.78,0.1045,86,291,377,19,1
14199,8/19/12,3,1,8,19,0,0,0,2,0.64,0.6061,0.73,0.1343,72,269,341,19,1
14200,8/19/12,3,1,8,20,0,0,0,2,0.64,0.6061,0.73,0.194,61,213,274,19,1
14201,8/19/12,3,1,8,21,0,0,0,3,0.62,0.5909,0.78,0.0896,36,154,190,19,1
14202,8/19/12,3,1,8,22,0,0,0,2,0.62,0.5909,0.78,0.1642,6,50,56,19,1
14203,8/19/12,3,1,8,23,0,0,0,2,0.62,0.5909,0.73,0,7,39,46,19,1
14204,8/20/12,3,1,8,0,0,1,1,2,0.6,0.5606,0.83,0.1045,1,25,26,20,0
14205,8/20/12,3,1,8,1,0,1,1,1,0.6,0.5606,0.83,0.1642,0,10,10,20,0
14206,8/20/12,3,1,8,2,0,1,1,1,0.6,0.5606,0.83,0.1642,0,5,5,20,0
14207,8/20/12,3,1,8,3,0,1,1,1,0.6,0.5455,0.88,0.1045,0,3,3,20,0
14208,8/20/12,3,1,8,4,0,1,1,2,0.6,0.5606,0.83,0.0896,0,7,7,20,0
14209,8/20/12,3,1,8,5,0,1,1,2,0.6,0.5606,0.83,0,2,35,37,20,0
14210,8/20/12,3,1,8,6,0,1,1,2,0.6,0.5758,0.78,0.1343,6,155,161,20,0
14211,8/20/12,3,1,8,7,0,1,1,2,0.62,0.5909,0.78,0.1343,15,427,442,20,0
14212,8/20/12,3,1,8,8,0,1,1,2,0.62,0.5909,0.73,0.1045,37,618,655,20,0
14213,8/20/12,3,1,8,9,0,1,1,2,0.64,0.6061,0.69,0,55,302,357,20,0
14214,8/20/12,3,1,8,10,0,1,1,2,0.64,0.6061,0.69,0.0896,69,124,193,20,0
14215,8/20/12,3,1,8,11,0,1,1,1,0.66,0.6212,0.65,0.1045,90,151,241,20,0
14216,8/20/12,3,1,8,12,0,1,1,2,0.66,0.6212,0.61,0.1045,66,216,282,20,0
14217,8/20/12,3,1,8,13,0,1,1,1,0.7,0.6515,0.58,0.1343,97,194,291,20,0
14218,8/20/12,3,1,8,14,0,1,1,1,0.72,0.6667,0.54,0.1642,87,188,275,20,0
14219,8/20/12,3,1,8,15,0,1,1,1,0.72,0.6667,0.54,0.2537,102,207,309,20,0
14220,8/20/12,3,1,8,16,0,1,1,1,0.72,0.6667,0.54,0.2537,103,357,460,20,0
14221,8/20/12,3,1,8,17,0,1,1,1,0.7,0.6515,0.58,0.2836,83,810,893,20,0
14222,8/20/12,3,1,8,18,0,1,1,2,0.62,0.5909,0.78,0.2537,89,726,815,20,0
14223,8/20/12,3,1,8,19,0,1,1,2,0.62,0.5909,0.78,0.194,33,266,299,20,0
14224,8/20/12,3,1,8,20,0,1,1,2,0.62,0.5758,0.83,0.2836,30,231,261,20,0
14225,8/20/12,3,1,8,21,0,1,1,1,0.6,0.5606,0.83,0,26,219,245,20,0
14226,8/20/12,3,1,8,22,0,1,1,2,0.6,0.5606,0.83,0,25,136,161,20,0
14227,8/20/12,3,1,8,23,0,1,1,2,0.6,0.5606,0.83,0,10,92,102,20,0
14228,8/21/12,3,1,8,0,0,2,1,2,0.6,0.5606,0.83,0.0896,7,52,59,21,0
14229,8/21/12,3,1,8,1,0,2,1,2,0.6,0.5606,0.83,0.1343,11,22,33,21,0
14230,8/21/12,3,1,8,2,0,2,1,2,0.58,0.5455,0.88,0.2836,1,7,8,21,0
14231,8/21/12,3,1,8,3,0,2,1,1,0.56,0.5303,0.88,0,0,3,3,21,0
14232,8/21/12,3,1,8,4,0,2,1,1,0.56,0.5303,0.88,0,0,4,4,21,0
14233,8/21/12,3,1,8,5,0,2,1,1,0.56,0.5303,0.83,0.0896,4,30,34,21,0
14234,8/21/12,3,1,8,6,0,2,1,1,0.56,0.5303,0.83,0.1045,5,164,169,21,0
14235,8/21/12,3,1,8,7,0,2,1,1,0.6,0.5758,0.78,0.1045,19,500,519,21,0
14236,8/21/12,3,1,8,8,0,2,1,1,0.6,0.5758,0.78,0.1343,27,696,723,21,0
